<NOISE> 1.0	NSN
ฝึกซ้อม 1.0	f ɯ k̚2 s ɔː m4
ฝึกปรือ 1.0	f ɯ k̚2 p r ɯː1
ฝึกหัด 1.0	f ɯ k̚2 h a t̚2
ฝืด 1.0	f ɯː t̚2
ฝืน 1.0	f ɯː n5
ฝุ่น 1.0	f u n2
ฝุ่นควัน 1.0	f u n2 kʰ w a n1
ฝุ่นละออง 1.0	f u n2 l a4 ʔ ɔː ŋ1
ฝุ่นเมือง 1.0	f u n2 m ɯ a̯ ŋ1
ฝูง 1.0	f uː ŋ5
ฝ่อ 1.0	f ɔː2
ฝ่า 1.0	f aː2
ฝ่าบาท 1.0	f aː2 b aː t̚2
ฝ่าฝืน 1.0	f aː2 f ɯː n5
ฝ่าพระบาท 1.0	f aː2 pʰ r a4 b aː t̚2
ฝ่าฟัน 1.0	f aː2 f a n1
ฝ่าย 1.0	f aː j2
ฝ่ายขวา 1.0	f aː j2 kʰ w aː5
ฝ่ายซ้าย 1.0	f aː j2 s aː j4
ฝ่ายตุลาการ 1.0	f aː j2 t u2 l aː1 k aː n1
ฝ่ายหน้า 1.0	f aː j2 n aː3
ฝ่าไฟแดง 1.0	f aː2 f a j1 d ɛː ŋ1
ฝ้า 1.0	f aː3
ฝ้าย 1.0	f aː j3
พ 1.0	pʰ ɔː1
พ. 1.0	pʰ ɔː1
พ.ค. 1.0	pʰ ɔː1 kʰ ɔː1
พ.ย. 1.0	pʰ ɔː1 j ɔː1
พ.ศ. 1.0	pʰ ɔː1 s ɔː5
พก 1.0	pʰ o k̚4
พง 1.0	pʰ o ŋ1
พงศาวดาน 1.0	pʰ o ŋ1 s aː5 w a4 d aː n1
พงศาวดาร 1.0	pʰ o ŋ1 s aː5 w a4 d aː n1
พงษาวดาร 1.0	pʰ o ŋ1 s aː5 w a4 d aː n1
พจน 1.0	pʰ o t̚4 t͡ɕ a2 n a4
พจนานุกรม 1.0	pʰ o t̚4 t͡ɕ a2 n aː1 n u4 k r o m1
พจน์ 1.0	pʰ o t̚4
พญา 1.0	pʰ a4 j aː1
พญาณ 1.0	pʰ a4 j aː n1
พณิช 1.0	pʰ a4 n i t̚4
พนง. 1.0	pʰ ɔː1 n ɔː1 ŋ ɔː1
พนม 1.0	pʰ a4 n o m1
พนมเปญ 1.0	pʰ a4 n o m1 p eː n1
พนักงาน 1.0	pʰ a4 n a k̚4 ŋ aː n1
พนักงานรักษาพระอัยการ 1.0	pʰ a4 n a k̚4 ŋ aː n1 r a k̚4 s aː5 pʰ r a4 ʔ a j1 j a4 k aː n1
พนักงานอัยการ 1.0	pʰ a4 n a k̚4 ŋ aː n1 ʔ a j1 j a4 k aː n1
พนัญเชิง 1.0	pʰ a4 n a n1 t͡ɕʰ ɤː ŋ1
พนัน 1.0	pʰ a4 n a n1
พนา 1.0	pʰ a4 n aː1
พบ 1.0	pʰ o p̚4
พบกัน 1.0	pʰ o p̚4 k a n1
พม่า 1.0	pʰ a4 m aː3
พยัคฆ์ 1.0	pʰ a4 j a k̚4
พยัญชนะ 1.0	pʰ a4 j a n1 t͡ɕʰ a4 n a ʔ4
พยากรณ์ 1.0	pʰ a4 j aː1 k ɔː n1
พยากรณ์อากาศ 1.0	pʰ a4 j aː1 k ɔː n1 ʔ aː1 k aː t̚2
พยางค์ 1.0	pʰ a4 j aː ŋ1
พยางค์ 1.0	pʰ a1 j aː ŋ1
พยาธิ 1.0	pʰ a4 j aː t̚3
พยาธิ 1.0	pʰ a4 j aː1 tʰ i4
พยาน 1.0	pʰ a4 j aː n1
พยานบุคคล 1.0	pʰ a4 j aː n1 b u k̚2 kʰ o n1
พยานรัก 1.0	pʰ a4 j aː n1 r a k̚4
พยานหลักฐาน 1.0	pʰ a4 j aː n1 l a k̚2 tʰ aː n5
พยาบาท 1.0	pʰ a4 j aː1 b aː t̚2
พยาบาล 1.0	pʰ a4 j aː1 b aː n1
พยาบาล 1.0	pʰ a1 j aː1 b aː n1
พยายาม 1.0	pʰ a4 j aː1 j aː m1
พยุง 1.0	pʰ a4 j u ŋ1
พยุหบาตรา 1.0	pʰ a4 j u4 h a2 b aː t̚2 t r aː1
พร 1.0	pʰ ɔː n1
พรม 1.0	pʰ r o m1
พรมแดน 1.0	pʰ r o m1 d ɛː n1
พรรค 1.0	pʰ a k̚4
พรรค 1.0	pʰ a k̚4 kʰ a4
พรรคการเมือง 1.0	pʰ a k̚4 k aː n1 m ɯ a̯ ŋ1
พรรค์ 1.0	pʰ a n1
พรรณนา 1.0	pʰ a n1 n a4 n aː1
พรรดึก 1.0	pʰ a n1 r a4 d ɯ k̚2
พรรฦก 1.0	pʰ a n1 l ɯ k̚4
พรรษา 1.0	pʰ a n1 s aː5
พรสวรรค์ 1.0	pʰ ɔː n1 s a2 w a n5
พรหม 1.0	pʰ r o m1
พรหมจรรย์ 1.0	pʰ r o m1 m a4 t͡ɕ a n1
พรหมจารี 1.0	pʰ r o m1 m a4 t͡ɕ aː1 r iː1
พรหมลิขิต 1.0	pʰ r o m1 l i4 kʰ i t̚2
พรหมวิหาร 1.0	pʰ r o m1 w i4 h aː n5
พรหมวิหาร 1.0	pʰ r o m1 m a4 w i4 h aː n5
พรหมแดน 1.0	pʰ r o m1 d ɛː n1
พรอวิเดนซ์ 1.0	pʰ r ɔː1 w i4 d e n4
พรอวิเดนซ์ 1.0	pʰ r ɔː1 w i4 d e n s4
พระ 1.0	pʰ r a ʔ4
พระกิตติคุณ 1.0	pʰ r a4 k i t̚2 t i2 kʰ u n1
พระคุณ 1.0	pʰ r a4 kʰ u n1
พระตะบอง 1.0	pʰ r a4 t a2 b ɔː ŋ1
พระทัย 1.0	pʰ r a4 tʰ a j1
พระนคร 1.0	pʰ r a4 n a4 kʰ ɔː n1
พระนครศรีอยุทธยา 1.0	pʰ r a4 n a4 kʰ ɔː n1 s iː5 ʔ a2 j u t̚4 tʰ a4 j aː1
พระนครศรีอยุธยา 1.0	pʰ r a4 n a4 kʰ ɔː n1 s iː5 ʔ a2 j u t̚4 tʰ a4 j aː1
พระพุทธเจ้า 1.0	pʰ r a4 pʰ u t̚4 tʰ a4 t͡ɕ aː w3
พระพุทธเจ้าข้า 1.0	pʰ r a4 pʰ u t̚4 tʰ a4 t͡ɕ aː w3 kʰ aː3
พระยา 1.0	pʰ r a4 j aː1
พระยาประเทศราช 1.0	pʰ r a4 j aː1 p r a2 tʰ eː t̚3 s a2 r aː t̚3
พระราชกฤษฎีกา 1.0	pʰ r a4 r aː t̚3 t͡ɕʰ a4 k r i t̚2 s a2 d iː1 k aː1
พระราชกำหนด 1.0	pʰ r a4 r aː t̚3 t͡ɕʰ a4 k a m1 n o t̚2
พระราชทาน 1.0	pʰ r a4 r aː t̚3 t͡ɕʰ a4 tʰ aː n1
พระราชบัญญัติ 1.0	pʰ r a4 r aː t̚3 t͡ɕʰ a4 b a n1 j a t̚2
พระราชสมภารเจ้า 1.0	pʰ r a4 r aː t̚3 t͡ɕʰ a4 s o m5 pʰ aː1 r a4 t͡ɕ aː w3
พระวรสาร 1.0	pʰ r a4 w a4 r a4 s aː n5
พระองค์ 1.0	pʰ r a4 ʔ o ŋ1
พระองค์เจ้า 1.0	pʰ r a4 ʔ o ŋ1 t͡ɕ aː w3
พระเจ้า 1.0	pʰ r a4 t͡ɕ aː w3
พระเจ้าช่วยกล้วยทอด 1.0	pʰ r a4 t͡ɕ aː w3 t͡ɕʰ u a̯ j3 k l u a̯ j3 tʰ ɔː t̚3
พระเจ้าหลวง 1.0	pʰ r a4 t͡ɕ aː w3 l u a̯ ŋ5
พระเจ้าห้าพระองค์ 1.0	pʰ r a4 t͡ɕ aː w3 h aː3 pʰ r a4 ʔ o ŋ1
พรั่น 1.0	pʰ r a n3
พราก 1.0	pʰ r aː k̚3
พรากผู้เยาว์ 1.0	pʰ r aː k̚3 pʰ uː3 j a w1
พราง 1.0	pʰ r aː ŋ1
พราน 1.0	pʰ r aː n1
พราย 1.0	pʰ r aː j1
พราหมณ์ 1.0	pʰ r aː m1
พรำ 1.0	pʰ r a m1
พริก 1.0	pʰ r i k̚4
พริกขี้หนู 1.0	pʰ r i k̚4 kʰ iː3 n uː5
พริกดอง 1.0	pʰ r i k̚4 d ɔː ŋ1
พริกน้ำปลา 1.0	pʰ r i k̚4 n a m4 p l aː1
พริกหยวก 1.0	pʰ r i k̚4 j u a̯ k̚2
พริกไทย 1.0	pʰ r i k̚4 tʰ a j1
พริกไทยดำ 1.0	pʰ r i k̚4 tʰ a j1 d a m1
พริทอเรีย 1.0	pʰ r i4 tʰ ɔː1 r i a̯1
พริบ 1.0	pʰ r i p̚4
พริ้ว 1.0	pʰ r i w4
พรีเซ็นเตอร์ 1.0	pʰ r iː1 s e n1 t ɤː3
พรีเซ็นเตอร์ 1.0	pʰ r iː1 s e n4 t ɤː3
พรุ 1.0	pʰ r u ʔ4
พรุน 1.0	pʰ r u n1
พรุ่ง 1.0	pʰ r u ŋ3
พรุ่งนี้ 1.0	pʰ r u ŋ3 n iː4
พรแสวง 1.0	pʰ ɔː n1 s a2 w ɛː ŋ5
พร่อง 1.0	pʰ r ɔ ŋ3
พร่ำเพรื่อ 1.0	pʰ r a m3 pʰ r ɯ a̯3
พร้อม 1.0	pʰ r ɔː m4
พร้อมมูล 1.0	pʰ r ɔː m4 m uː n1
พร้า 1.0	pʰ r aː4
พร้าว 1.0	pʰ r aː w4
พฤ. 1.0	pʰ r ɯ ʔ4
พฤ. 1.0	pʰ a4 r ɯ ʔ4
พฤกษ 1.0	pʰ r ɯ k̚4 s a2
พฤกษศาสตร์ 1.0	pʰ r ɯ k̚4 s a2 s aː t̚2
พฤกษา 1.0	pʰ r ɯ k̚4 s aː5
พฤกษ์ 1.0	pʰ r ɯ k̚4
พฤฒิบาศ 1.0	pʰ r ɯ t̚4 tʰ i4 b aː t̚2
พฤติกรรม 1.0	pʰ r ɯ t̚4 t i2 k a m1
พฤติการณ์ 1.0	pʰ r ɯ t̚4 t i2 k aː n1
พฤศจิกา 1.0	pʰ r ɯ t̚4 s a2 t͡ɕ i2 k aː1
พฤศจิกายน 1.0	pʰ r ɯ t̚4 s a2 t͡ɕ i2 k aː1 j o n1
พฤษภ 1.0	pʰ r ɯ4 s o p̚2
พฤษภ 1.0	pʰ r ɯ t̚4 s o p̚2
พฤษภา 1.0	pʰ r ɯ t̚4 s a2 pʰ aː1
พฤษภาคม 1.0	pʰ r ɯ t̚4 s a2 pʰ aː1 kʰ o m1
พฤหัสบดี 1.0	pʰ r ɯ4 h a t̚2 s a2 b ɔː1 d iː1
พฤหัสบดี 1.0	pʰ a4 r ɯ4 h a t̚2 s a2 b ɔː1 d iː1
พล 1.0	pʰ o n1
พล 1.0	pʰ o n1 l a4
พล 1.0	pʰ a4 l a4
พลการ 1.0	pʰ a4 l a4 k aː n1
พลขับ 1.0	pʰ o n1 l a4 kʰ a p̚2
พลวง 1.0	pʰ l u a̯ ŋ1
พลศาสตร์ 1.0	pʰ o n1 l a4 s aː t̚2
พลศาสตร์ของไหล 1.0	pʰ o n1 l a4 s aː t̚2 kʰ ɔː ŋ5 l a j5
พลอง 1.0	pʰ l ɔː ŋ1
พลอย 1.0	pʰ l ɔː j1
พละ 1.0	pʰ a4 l a ʔ4
พลัง 1.0	pʰ a4 l a ŋ1
พลังงาน 1.0	pʰ a4 l a ŋ1 ŋ aː n1
พลังงานจลน์ 1.0	pʰ a4 l a ŋ1 ŋ aː n1 t͡ɕ o n1
พลังงานทดแทน 1.0	pʰ a4 l a ŋ1 ŋ aː n1 tʰ o t̚4 tʰ ɛː n1
พลังงานศักย์ 1.0	pʰ a4 l a ŋ1 ŋ aː n1 s a k̚2
พลัด 1.0	pʰ l a t̚4
พลัน 1.0	pʰ l a n1
พลับ 1.0	pʰ l a p̚4
พลับพลึง 1.0	pʰ l a p̚4 pʰ l ɯ ŋ1
พลัม 1.0	pʰ l a m1
พลั่ว 1.0	pʰ l u a̯3
พลาซ่า 1.0	pʰ l aː1 s aː3
พลาด 1.0	pʰ l aː t̚3
พลาย 1.0	pʰ l aː j1
พลาสติก 1.0	pʰ l aː s4 t i k̚2
พลาสติก 1.0	pʰ l aː t̚4 s a2 t i k̚2
พลิก 1.0	pʰ l i k̚4
พลี 1.0	pʰ a4 l iː1
พลุ 1.0	pʰ l u ʔ4
พลู 1.0	pʰ l uː1
พลูโต 1.0	pʰ l uː1 t oː1
พลูโทเนียม 1.0	pʰ l uː1 tʰ oː1 n i a̯ m3
พลเมือง 1.0	pʰ o n1 l a4 m ɯ a̯ ŋ1
พลเรือน 1.0	pʰ o n1 l a4 r ɯ a̯ n1
พลเรือเอก 1.0	pʰ o n1 r ɯ a̯1 ʔ eː k̚2
พลเอก 1.0	pʰ o n1 ʔ eː k̚2
พล่าม 1.0	pʰ l aː m3
พวก 1.0	pʰ u a̯ k̚3
พวกคุณ 1.0	pʰ u a̯ k̚3 kʰ u n1
พวกพ้อง 1.0	pʰ u a̯ k̚3 pʰ ɔː ŋ4
พวกเขา 1.0	pʰ u a̯ k̚3 kʰ a w5
พวกเรา 1.0	pʰ u a̯ k̚3 r a w1
พวง 1.0	pʰ u a̯ ŋ1
พวงกุญแจ 1.0	pʰ u a̯ ŋ1 k u n1 t͡ɕ ɛː1
พวงมาลัย 1.0	pʰ u a̯ ŋ1 m aː1 l a j1
พวน 1.0	pʰ u a̯ n1
พหุนาม 1.0	pʰ a4 h u2 n aː m1
พหุภพ 1.0	pʰ a4 h u2 pʰ o p̚4
พหูพจน์ 1.0	pʰ a4 h uː5 pʰ o t̚4
พอ 1.0	pʰ ɔː1
พอก 1.0	pʰ ɔː k̚3
พอง 1.0	pʰ ɔː ŋ1
พอง 1.0	pʰ ɔ ŋ1
พอดี 1.0	pʰ ɔː1 d iː1
พอร์ต 1.0	pʰ ɔː t̚3
พอร์พอยส์ 1.0	pʰ ɔː1 pʰ ɔ j s4
พอลินีเชีย 1.0	pʰ ɔː1 l i4 n iː1 t͡ɕʰ i a̯1
พอเพียง 1.0	pʰ ɔː1 pʰ i a̯ ŋ1
พอโลเนียม 1.0	pʰ ɔː1 l oː1 n i a̯ m3
พอใจ 1.0	pʰ ɔː1 t͡ɕ a j1
พอใช้ 1.0	pʰ ɔː1 t͡ɕʰ a j4
พะยะค่ะ 1.0	pʰ a4 j a4 kʰ a ʔ3
พะยาน 1.0	pʰ a4 j aː n1
พะยูง 1.0	pʰ a4 j uː ŋ1
พะยูน 1.0	pʰ a4 j uː n1
พะย่ะค่ะ 1.0	pʰ a4 j a3 kʰ a ʔ3
พะเยา 1.0	pʰ a4 j a w1
พะเยา 1.0	pʰ a1 j a w1
พะแนง 1.0	pʰ a4 n ɛː ŋ1
พะโล้ 1.0	pʰ a4 l oː4
พะโล้แตก 1.0	pʰ a4 l oː4 t ɛː k̚2
พัก 1.0	pʰ a k̚4
พักผ่อน 1.0	pʰ a k̚4 pʰ ɔ n2
พักร้อน 1.0	pʰ a k̚4 r ɔː n4
พัง 1.0	pʰ a ŋ1
พังงา 1.0	pʰ a ŋ1 ŋ aː1
พังพอน 1.0	pʰ a ŋ1 pʰ ɔː n1
พังพาน 1.0	pʰ a ŋ1 pʰ aː n1
พัฒนา 1.0	pʰ a t̚4 tʰ a4 n aː1
พัฒนา 1.0	pʰ a t̚4 tʰ a1 n aː1
พัฒนาการ 1.0	pʰ a t̚4 tʰ a4 n aː1 k aː n1
พัด 1.0	pʰ a t̚4
พัดลม 1.0	pʰ a t̚4 l o m1
พัทยา 1.0	pʰ a t̚4 tʰ a4 j aː1
พัทลุง 1.0	pʰ a t̚4 tʰ a4 l u ŋ1
พัน 1.0	pʰ a n1
พันตรี 1.0	pʰ a n1 t r iː1
พันธมิตร 1.0	pʰ a n1 tʰ a4 m i t̚4
พันธุ์ 1.0	pʰ a n1
พันธุ์พืช 1.0	pʰ a n1 pʰ ɯː t̚3
พันฦก 1.0	pʰ a n1 l ɯ k̚4
พับ 1.0	pʰ a p̚4
พับเพียบ 1.0	pʰ a p̚4 pʰ i a̯ p̚3
พัฟฟิน 1.0	pʰ a p̚4 f i n3
พัฟฟิน 1.0	pʰ a f4 f i n3
พัสดุ 1.0	pʰ a t̚4 s a2 d u ʔ2
พา 1.0	pʰ aː1
พากย์ 1.0	pʰ aː k̚3
พาชี 1.0	pʰ aː1 t͡ɕʰ iː1
พาณิช 1.0	pʰ aː1 n i t̚4
พาณิชย์ 1.0	pʰ aː1 n i t̚4
พาด 1.0	pʰ aː t̚3
พาทย์ 1.0	pʰ aː t̚3
พาน 1.0	pʰ aː n1
พาย 1.0	pʰ aː j1
พายัพ 1.0	pʰ aː1 j a p̚4
พายุ 1.0	pʰ aː1 j u ʔ4
พายุฝน 1.0	pʰ aː1 j u4 f o n5
พายุหมุน 1.0	pʰ aː1 j u4 m u n5
พายุหิมะ 1.0	pʰ aː1 j u4 h i2 m a ʔ4
พารา 1.0	pʰ aː1 r aː1
พารามีเซียม 1.0	pʰ aː1 r aː1 m iː1 s i a̯ m3
พาราเซตามอล 1.0	pʰ aː1 r aː1 s eː1 t aː1 m ɔ n3
พาราเซตามอล 1.0	pʰ aː1 r aː1 s eː1 t aː1 m ɔ l3
พาราโบลา 1.0	pʰ aː1 r aː1 b oː1 l aː3
พาล 1.0	pʰ aː n1
พาลาเดียม 1.0	pʰ aː1 l aː1 d i a̯ m3
พาสตา 1.0	pʰ aː s4 t aː3
พาสปอร์ต 1.0	pʰ aː t̚4 s a2 p ɔː t̚2
พาสปอร์ต 1.0	pʰ aː s4 p ɔː t̚2
พาสุกรี 1.0	pʰ aː1 s u2 k r iː1
พาสุกี 1.0	pʰ aː1 s u2 k iː1
พาหนะ 1.0	pʰ aː1 h a2 n a ʔ4
พาหุ 1.0	pʰ aː1 h u ʔ2
พาฬ 1.0	pʰ aː n1
พาฬ 1.0	pʰ aː1 l a4
พาฬมฤค 1.0	pʰ aː1 l a4 m a4 l ɯ k̚4
พาโนรามา 1.0	pʰ aː1 n oː1 r aː1 m aː3
พิกัด 1.0	pʰ i4 k a t̚2
พิการ 1.0	pʰ i4 k aː n1
พิกุล 1.0	pʰ i4 k u n1
พิฆาต 1.0	pʰ i4 kʰ aː t̚3
พิง 1.0	pʰ i ŋ1
พิจารณา 1.0	pʰ i4 t͡ɕ aː1 r a4 n aː1
พิจารณ์ 1.0	pʰ i4 t͡ɕ aː n1
พิจิก 1.0	pʰ i4 t͡ɕ i k̚2
พิจิตร 1.0	pʰ i4 t͡ɕ i t̚2
พิชิต 1.0	pʰ i4 t͡ɕʰ i t̚4
พิชิต 1.0	pʰ i4 t͡ɕʰ i t̚4 t a2
พิซซา 1.0	pʰ i t̚4 s aː3
พิซซ่า 1.0	pʰ i t̚4 s aː3
พิณ 1.0	pʰ i n1
พิถีพิถัน 1.0	pʰ i4 tʰ iː5 pʰ i4 tʰ a n5
พิทักษ์ 1.0	pʰ i4 tʰ a k̚4
พิธี 1.0	pʰ i4 tʰ iː1
พิธีกรรม 1.0	pʰ i4 tʰ iː1 k a m1
พิธีการ 1.0	pʰ i4 tʰ iː1 k aː n1
พิธีสาร 1.0	pʰ i4 tʰ iː1 s aː n5
พินทุ 1.0	pʰ i n1 tʰ u ʔ4
พินอิน 1.0	pʰ i n1 ʔ i n1
พินัย 1.0	pʰ i4 n a j1
พินัยกรรม 1.0	pʰ i4 n a j1 k a m1
พิบัติ 1.0	pʰ i4 b a t̚2
พิบัติ 1.0	pʰ i4 b a t̚2 t i2
พิบัติภัย 1.0	pʰ i4 b a t̚2 t i2 pʰ a j1
พิพากษา 1.0	pʰ i4 pʰ aː k̚3 s aː5
พิพาท 1.0	pʰ i4 pʰ aː t̚3
พิพิธภัณฑสถาน 1.0	pʰ i4 pʰ i t̚4 tʰ a4 pʰ a n1 tʰ a4 s a2 tʰ aː n5
พิพิธภัณฑ์ 1.0	pʰ i4 pʰ i t̚4 tʰ a4 pʰ a n1
พิพิธภัณฑ์สัตว์น้ำ 1.0	pʰ i4 pʰ i t̚4 tʰ a4 pʰ a n1 s a t̚2 n aː m4
พิภพ 1.0	pʰ i4 pʰ o p̚4
พิมพ์ 1.0	pʰ i m1
พิมพ์ดีด 1.0	pʰ i m1 d iː t̚2
พิมพ์เขียว 1.0	pʰ i m1 kʰ i a̯ w5
พิมเสน 1.0	pʰ i m1 s eː n5
พิราบ 1.0	pʰ i4 r aː p̚3
พิราบสื่อสาร 1.0	pʰ i4 r aː p̚3 s ɯː2 s aː n5
พิราลัย 1.0	pʰ i4 r aː1 l a j1
พิริยะ 1.0	pʰ i4 r i4 j a ʔ4
พิรุธ 1.0	pʰ i4 r u t̚4
พิลิปดา 1.0	pʰ i4 l i p̚4 d aː1
พิษ 1.0	pʰ i t̚4
พิษ 1.0	pʰ i t̚4 s a2
พิษณุโลก 1.0	pʰ i t̚4 s a2 n u4 l oː k̚3
พิษสุนัขบ้า 1.0	pʰ i t̚4 s u2 n a k̚4 b aː3
พิสดาร 1.0	pʰ i t̚4 s a2 d aː n1
พิสตาชีโอ 1.0	pʰ i s4 t aː1 t͡ɕʰ i4 ʔ oː3
พิสูจน์ 1.0	pʰ i4 s uː t̚2
พิเทศ 1.0	pʰ i4 tʰ eː t̚3
พิเรนทร์ 1.0	pʰ i4 r eː n1
พิเศษ 1.0	pʰ i4 s eː t̚2
พิโรธ 1.0	pʰ i4 r oː t̚3
พิไนยกัน 1.0	pʰ i4 n a j1 k a n1
พี 1.0	pʰ iː1
พีช 1.0	pʰ iː t̚4
พีช 1.0	pʰ iː t͡ɕʰ4
พีชคณิต 1.0	pʰ iː1 t͡ɕʰ a4 kʰ a4 n i t̚4
พีซี 1.0	pʰ iː1 s iː1
พีบิมบับ 1.0	pʰ iː1 b i m1 b a p̚2
พีพี 1.0	pʰ iː1 pʰ iː1
พีระมิด 1.0	pʰ iː1 r a4 m i t̚4
พีอาร์ 1.0	pʰ iː1 ʔ aː1
พี่ 1.0	pʰ iː3
พี่ชาย 1.0	pʰ iː3 t͡ɕʰ aː j1
พี่น้อง 1.0	pʰ iː3 n ɔː ŋ4
พี่สาว 1.0	pʰ iː3 s aː w5
พี่เลี้ยง 1.0	pʰ iː3 l i a̯ ŋ4
พึง 1.0	pʰ ɯ ŋ1
พึ่ง 1.0	pʰ ɯ ŋ3
พึ่งพิง 1.0	pʰ ɯ ŋ3 pʰ i ŋ1
พืช 1.0	pʰ ɯː t̚3
พืชกินสัตว์ 1.0	pʰ ɯː t̚3 k i n1 s a t̚2
พืชดอก 1.0	pʰ ɯː t̚3 d ɔː k̚2
พืชผัก 1.0	pʰ ɯː t̚3 pʰ a k̚2
พืชอวบน้ำ 1.0	pʰ ɯː t̚3 ʔ u a̯ p̚2 n aː m4
พืชใบเลี้ยงคู่ 1.0	pʰ ɯː t̚3 b a j1 l i a̯ ŋ4 kʰ uː3
พืชใบเลี้ยงเดี่ยว 1.0	pʰ ɯː t̚3 b a j1 l i a̯ ŋ4 d i a̯ w2
พืชไร่ 1.0	pʰ ɯː t̚3 r a j3
พืด 1.0	pʰ ɯː t̚3
พืดน้ำแข็ง 1.0	pʰ ɯː t̚3 n a m4 kʰ ɛ ŋ5
พืดหินปะการัง 1.0	pʰ ɯː t̚3 h i n5 p a2 k aː1 r a ŋ1
พื้น 1.0	pʰ ɯː n4
พื้นฐาน 1.0	pʰ ɯː n4 tʰ aː n5
พื้นดิน 1.0	pʰ ɯː n4 d i n1
พื้นที่ 1.0	pʰ ɯː n4 tʰ iː3
พื้นที่ผิว 1.0	pʰ ɯː n4 tʰ iː3 pʰ i w5
พื้นบ้าน 1.0	pʰ ɯː n4 b aː n3
พื้นผิว 1.0	pʰ ɯː n4 pʰ i w5
พื้นหลัง 1.0	pʰ ɯː n4 l a ŋ5
พื้นเมือง 1.0	pʰ ɯː n4 m ɯ a̯ ŋ1
พุง 1.0	pʰ u ŋ1
พุดซ้อน 1.0	pʰ u t̚4 s ɔː n4
พุทธ 1.0	pʰ u t̚4
พุทธ 1.0	pʰ u t̚4 tʰ a4
พุทธพาณิชย์ 1.0	pʰ u t̚4 tʰ a4 pʰ aː1 n i t̚4
พุทธมามกะ 1.0	pʰ u t̚4 tʰ a4 m aː1 m a4 k a ʔ2
พุทธรูป 1.0	pʰ u t̚4 tʰ a4 r uː p̚3
พุทธศก 1.0	pʰ u t̚4 tʰ a4 s o k̚2
พุทธศักราช 1.0	pʰ u t̚4 tʰ a4 s a k̚2 k a2 r aː t̚2
พุทธะ 1.0	pʰ u t̚4 tʰ a ʔ4
พุทธเซเล็บ 1.0	pʰ u t̚4 tʰ a4 s eː1 l e p̚4
พุทรา 1.0	pʰ u t̚4 s aː1
พุธ 1.0	pʰ u t̚4
พุธ 1.0	pʰ u t̚4 tʰ a4
พุ่ง 1.0	pʰ u ŋ3
พุ่ม 1.0	pʰ u m3
พูด 1.0	pʰ uː t̚3
พูน 1.0	pʰ uː n1
พูนสวัสดิ์ 1.0	pʰ uː n1 s a2 w a t̚2
พูลสวัสดิ์ 1.0	pʰ uː n1 s a2 w a t̚2
พู่ 1.0	pʰ uː3
พู่กัน 1.0	pʰ uː3 k a n1
พู่ประดับ 1.0	pʰ uː3 p r a2 d a p̚2
พเยีย 1.0	pʰ a4 j i a̯1
พแนงเชีง 1.0	pʰ a4 n ɛː ŋ1 t͡ɕʰ ɤː ŋ1
พ่น 1.0	pʰ o n3
พ่วง 1.0	pʰ u a̯ ŋ3
พ่วงพี 1.0	pʰ u a̯ ŋ3 pʰ iː1
พ่อ 1.0	pʰ ɔː3
พ่อขุน 1.0	pʰ ɔː3 kʰ u n5
พ่อครัว 1.0	pʰ ɔː3 kʰ r u a̯1
พ่อค้า 1.0	pʰ ɔː3 kʰ aː4
พ่อง 1.0	pʰ ɔː ŋ3
พ่อง 1.0	pʰ ɔ ŋ3
พ่องตาย 1.0	pʰ ɔ ŋ3 t aː j1
พ่องเตย 1.0	pʰ ɔ ŋ3 t ɤː j1
พ่อตา 1.0	pʰ ɔː3 t aː1
พ่อบ้าน 1.0	pʰ ɔː3 b aː n3
พ่อมด 1.0	pʰ ɔː3 m o t̚4
พ่อเลี้ยง 1.0	pʰ ɔː3 l i a̯ ŋ4
พ่อแม่ 1.0	pʰ ɔː3 m ɛː3
พ่อแม่พี่น้อง 1.0	pʰ ɔː3 m ɛː3 pʰ iː3 n ɔː ŋ4
พ่ะย่ะค่ะ 1.0	pʰ a3 j a3 kʰ a ʔ3
พ่าย 1.0	pʰ aː j3
พ่ายแพ้ 1.0	pʰ aː j3 pʰ ɛː4
พ้น 1.0	pʰ o n4
พ้อ 1.0	pʰ ɔː4
พ้อง 1.0	pʰ ɔː ŋ4
พ้องพาน 1.0	pʰ ɔː ŋ4 pʰ aː n1
ฟ 1.0	f ɔː1
ฟก 1.0	f o k̚4
ฟยอร์ด 1.0	f a4 j ɔː t̚4
ฟรี 1.0	f r iː1
ฟลอริดา 1.0	f l ɔː1 r i4 d aː3
ฟลีโรเวียม 1.0	f l iː1 r oː1 w i a̯ m3
ฟลุต 1.0	f l u t̚4
ฟลูออรีน 1.0	f l uː1 ʔ ɔː1 r iː n1
ฟอก 1.0	f ɔː k̚3
ฟอง 1.0	f ɔː ŋ1
ฟองน้ำ 1.0	f ɔː ŋ1 n aː m4
ฟองมัน 1.0	f ɔː ŋ1 m a n1
ฟองสบู่ 1.0	f ɔː ŋ1 s a2 b uː2
ฟอด 1.0	f ɔː t̚3
ฟอน 1.0	f ɔː n1
ฟอนต์ 1.0	f ɔ n4
ฟอร์ด 1.0	f ɔː t̚2
ฟอร์ม 1.0	f ɔː m1
ฟอสซิล 1.0	f ɔː t̚4 s i n3
ฟอสซิล 1.0	f ɔː t̚4 s i l3
ฟอสฟอรัส 1.0	f ɔː s4 f ɔː1 r a s4
